partiID	condiID	gestureSet	trial	block	rep	fNmb	gesture	result	recFNmb	recGest	t1st(ms)	tEnd(ms)
2	1	Half	0	0	0	3	Tip	correct	3	Tip	1555	2403
2	1	Half	1	0	0	1	Flat	correct	1	Flat	1512	2522
2	1	Half	2	0	0	3	Tip	correct	3	Tip	1198	1892
2	1	Half	3	0	0	3	Tip	correct	3	Tip	1575	2592
2	1	Half	4	0	0	3	Tip	correct	3	Tip	1977	3324
2	1	Half	5	0	0	1	Flat	error			681	0
2	1	Half	6	0	0	3	Tip	correct	3	Tip	1927	3314
2	1	Half	7	0	0	1	Flat	correct	1	Flat	4546	5443
2	1	Half	8	0	0	1	Flat	correct	1	Flat	1011	1405
2	1	Half	9	0	0	1	Flat	correct	1	Flat	1151	1780
2	1	Half	10	0	0	1	Flat	correct	1	Flat	1101	1868
2	1	Half	11	0	0	3	Tip	correct	3	Tip	949	1490
2	1	Half	0	1	0	3	Tip	correct	3	Tip	754	1092
2	1	Half	1	1	0	1	Flat	correct	1	Flat	946	1341
2	1	Half	2	1	0	3	Tip	correct	3	Tip	791	1227
2	1	Half	3	1	0	3	Tip	error			425	0
2	1	Half	4	1	0	3	Tip	correct	3	Tip	1018	1558
2	1	Half	5	1	0	1	Flat	correct	1	Flat	890	1285
2	1	Half	6	1	0	3	Tip	correct	3	Tip	991	1692
2	1	Half	7	1	0	1	Flat	correct	1	Flat	1457	2481
2	1	Half	8	1	0	1	Flat	error			1422	0
2	1	Half	9	1	0	1	Flat	error			1235	0
2	1	Half	10	1	0	1	Flat	error			501	0
2	1	Half	11	1	0	3	Tip	correct	3	Tip	993	1566
2	1	Half	0	2	0	3	Tip	error			550	0
2	1	Half	1	2	0	1	Flat	correct	1	Flat	739	1068
2	1	Half	2	2	0	3	Tip	correct	3	Tip	792	1171
2	1	Half	3	2	0	3	Tip	correct	3	Tip	751	1147
2	1	Half	4	2	0	3	Tip	correct	3	Tip	654	944
2	1	Half	5	2	0	1	Flat	correct	1	Flat	778	996
2	1	Half	6	2	0	3	Tip	correct	3	Tip	773	1127
2	1	Half	7	2	0	1	Flat	error			1007	0
2	1	Half	8	2	0	1	Flat	error			978	0
2	1	Half	9	2	0	1	Flat	error			45	0
2	1	Half	10	2	0	1	Flat	correct	1	Flat	812	1255
2	1	Half	11	2	0	3	Tip	error			582	0
2	1	Half	0	3	0	3	Tip	error			1277	0
2	1	Half	1	3	0	1	Flat	correct	1	Flat	1176	1759
2	1	Half	2	3	0	3	Tip	correct	3	Tip	788	1102
2	1	Half	3	3	0	3	Tip	correct	3	Tip	753	1099
2	1	Half	4	3	0	3	Tip	correct	3	Tip	734	1080
2	1	Half	5	3	0	1	Flat	correct	1	Flat	918	1320
2	1	Half	6	3	0	3	Tip	correct	3	Tip	715	1053
2	1	Half	7	3	0	1	Flat	correct	1	Flat	891	1432
