partiID	condiID	gestureSet	trial	block	rep	fNmb	gesture	result	recFNmb	recGest	t1st(ms)	tEnd(ms)
3	2	Combined	0	0	0	3	Flat	correct	3	Flat	940	1126
3	2	Combined	1	0	0	1	Tip	correct	1	Tip	622	686
3	2	Combined	2	0	0	1	Flat	error			797	0
3	2	Combined	3	0	0	3	Tip	correct	3	Tip	841	944
3	2	Combined	4	0	0	3	Tip	correct	3	Tip	803	907
3	2	Combined	5	0	0	1	Tip	correct	1	Tip	591	663
3	2	Combined	6	0	0	1	Flat	error			801	0
3	2	Combined	7	0	0	3	Flat	correct	3	Flat	1013	1207
3	2	Combined	8	0	0	1	Tip	correct	1	Tip	564	628
3	2	Combined	9	0	0	3	Flat	correct	3	Flat	916	1080
3	2	Combined	10	0	0	3	Tip	correct	3	Tip	727	815
3	2	Combined	11	0	0	1	Flat	correct	1	Flat	757	860
3	2	Combined	0	1	0	3	Flat	correct	3	Flat	897	1033
3	2	Combined	1	1	0	1	Tip	correct	1	Tip	660	756
3	2	Combined	2	1	0	1	Flat	correct	1	Flat	623	702
3	2	Combined	3	1	0	3	Tip	correct	3	Tip	645	758
3	2	Combined	4	1	0	3	Tip	correct	3	Tip	616	705
3	2	Combined	5	1	0	1	Tip	correct	1	Tip	553	601
3	2	Combined	6	1	0	1	Flat	correct	1	Flat	678	778
3	2	Combined	7	1	0	3	Flat	error			643	0
3	2	Combined	8	1	0	1	Tip	correct	1	Tip	561	642
3	2	Combined	9	1	0	3	Flat	correct	3	Flat	739	921
3	2	Combined	10	1	0	3	Tip	correct	3	Tip	825	954
3	2	Combined	11	1	0	1	Flat	correct	1	Flat	805	949
3	2	Combined	0	2	0	3	Flat	correct	3	Flat	952	1146
3	2	Combined	1	2	0	1	Tip	correct	1	Tip	668	749
3	2	Combined	2	2	0	1	Flat	error			956	0
3	2	Combined	3	2	0	3	Tip	correct	3	Tip	791	863
3	2	Combined	4	2	0	3	Tip	correct	3	Tip	919	1031
3	2	Combined	5	2	0	1	Tip	correct	1	Tip	671	719
3	2	Combined	6	2	0	1	Flat	error			843	0
3	2	Combined	7	2	0	3	Flat	correct	3	Flat	839	1036
3	2	Combined	8	2	0	1	Tip	error			572	0
3	2	Combined	9	2	0	3	Flat	correct	3	Flat	782	932
3	2	Combined	10	2	0	3	Tip	error			697	0
3	2	Combined	11	2	0	1	Flat	error			804	0
3	2	Combined	0	3	0	3	Flat	correct	3	Flat	833	967
3	2	Combined	1	3	0	1	Tip	correct	1	Tip	565	630
3	2	Combined	2	3	0	1	Flat	correct	1	Flat	656	745
3	2	Combined	3	3	0	3	Tip	correct	3	Tip	601	705
3	2	Combined	4	3	0	3	Tip	correct	3	Tip	692	796
3	2	Combined	5	3	0	1	Tip	correct	1	Tip	547	612
3	2	Combined	6	3	0	1	Flat	correct	1	Flat	631	752
3	2	Combined	7	3	0	3	Flat	correct	3	Flat	839	1024
3	2	Combined	8	3	0	1	Tip	correct	1	Tip	586	658
3	2	Combined	9	3	0	3	Flat	correct	3	Flat	877	1071
3	2	Combined	10	3	0	3	Tip	correct	3	Tip	782	912
3	2	Combined	11	3	0	1	Flat	correct	1	Flat	761	913
3	2	Combined	0	4	0	3	Flat	correct	3	Flat	846	1024
